date,fear_and_greed_index
2018-01-02,63.0
2018-01-03,67.0
2018-01-04,72.0
2018-01-05,75.0
2018-01-08,75.0
2018-01-09,76.0
2018-01-10,75.0
2018-01-11,77.0
2018-01-12,79.0
2018-01-16,75.0
2018-01-17,75.0
2018-01-18,72.0
2018-01-19,80.0
2018-01-22,79.0
2018-01-23,78.0
2018-01-24,78.0
2018-01-25,77.0
2018-01-26,79.0
2018-01-29,68.0
2018-01-30,62.0
2018-01-31,61.0
2018-02-01,58.0
2018-02-02,40.0
2018-02-05,17.0
2018-02-06,18.0
2018-02-07,16.0
2018-02-08,8.0
2018-02-09,10.0
2018-02-12,12.0
2018-02-13,13.0
2018-02-14,11.0
2018-02-15,15.0
2018-02-16,18.0
2018-02-20,17.0
2018-02-21,18.0
2018-02-22,15.0
2018-02-23,18.0
2018-02-26,20.0
2018-02-27,17.0
2018-02-28,12.0
2018-03-01,8.0
2018-03-02,10.0
2018-03-05,14.0
2018-03-06,26.0
2018-03-07,20.0
2018-03-08,20.0
2018-03-09,44.0
2018-03-12,40.0
2018-03-13,36.0
2018-03-14,30.0
2018-03-15,21.0
2018-03-16,19.0
2018-03-19,14.0
2018-03-20,15.0
2018-03-21,16.0
2018-03-22,9.0
2018-03-23,7.0
2018-03-26,8.0
2018-03-27,7.0
2018-03-28,6.0
2018-03-29,8.0
2018-04-02,7.0
2018-04-03,9.0
2018-04-04,11.0
2018-04-05,13.0
2018-04-06,9.0
2018-04-09,12.0
2018-04-10,17.0
2018-04-11,17.0
2018-04-12,22.0
2018-04-13,23.0
2018-04-16,25.0
2018-04-17,28.0
2018-04-18,32.0
2018-04-19,32.0
2018-04-20,38.0
2018-04-23,40.0
2018-04-24,33.0
2018-04-25,38.0
2018-04-26,42.0
2018-04-27,40.0
2018-04-30,42.0
2018-05-01,42.0
2018-05-02,38.0
2018-05-03,32.0
2018-05-04,40.0
2018-05-07,44.0
2018-05-08,41.0
2018-05-09,49.0
2018-05-10,54.0
2018-05-11,55.0
2018-05-14,54.0
2018-05-15,52.0
2018-05-16,55.0
2018-05-17,55.0
2018-05-18,52.0
2018-05-21,56.0
2018-05-22,59.0
2018-05-23,54.0
2018-05-24,48.0
2018-05-25,44.0
2018-05-29,34.0
2018-05-30,42.0
2018-05-31,43.0
2018-06-01,52.0
2018-06-04,55.0
2018-06-05,58.0
2018-06-06,65.0
2018-06-07,62.0
2018-06-08,63.0
2018-06-11,65.0
2018-06-12,65.0
2018-06-13,63.0
2018-06-14,63.0
2018-06-15,61.0
2018-06-18,61.0
2018-06-19,53.0
2018-06-20,57.0
2018-06-21,52.0
2018-06-22,53.0
2018-06-25,42.0
2018-06-26,47.0
2018-06-27,36.0
2018-06-28,39.0
2018-06-29,34.0
2018-07-02,35.0
2018-07-03,32.0
2018-07-05,33.0
2018-07-06,40.0
2018-07-09,47.0
2018-07-10,49.0
2018-07-11,41.0
2018-07-12,49.0
2018-07-13,47.0
2018-07-16,45.0
2018-07-17,49.0
2018-07-18,56.0
2018-07-19,50.0
2018-07-20,53.0
2018-07-23,58.0
2018-07-24,64.0
2018-07-25,70.0
2018-07-26,72.0
2018-07-27,67.0
2018-07-30,64.0
2018-07-31,66.0
2018-08-01,66.0
2018-08-02,68.0
2018-08-03,71.0
2018-08-06,72.0
2018-08-07,73.0
2018-08-08,74.0
2018-08-09,70.0
2018-08-10,60.0
2018-08-13,56.0
2018-08-14,58.0
2018-08-15,46.0
2018-08-16,51.0
2018-08-17,54.0
2018-08-20,55.0
2018-08-21,61.0
2018-08-22,61.0
2018-08-23,59.0
2018-08-24,68.0
2018-08-27,77.0
2018-08-28,74.0
2018-08-29,78.0
2018-08-30,73.0
2018-08-31,71.0
2018-09-04,67.0
2018-09-05,62.0
2018-09-06,53.0
2018-09-07,52.0
2018-09-10,56.0
2018-09-11,59.0
2018-09-12,59.0
2018-09-13,72.0
2018-09-14,73.0
2018-09-17,67.0
2018-09-18,73.0
2018-09-19,71.0
2018-09-20,74.0
2018-09-21,75.0
2018-09-24,70.0
2018-09-25,64.0
2018-09-26,53.0
2018-09-27,48.0
2018-09-28,47.0
2018-10-01,49.0
2018-10-02,45.0
2018-10-03,51.0
2018-10-04,43.0
2018-10-05,33.0
2018-10-08,28.0
2018-10-09,23.0
2018-10-10,8.0
2018-10-11,5.0
2018-10-12,11.0
2018-10-15,11.0
2018-10-16,13.0
2018-10-17,14.0
2018-10-18,12.0
2018-10-19,14.0
2018-10-22,16.0
2018-10-23,12.0
2018-10-24,6.0
2018-10-25,9.0
2018-10-26,7.0
2018-10-29,7.0
2018-10-30,10.0
2018-10-31,7.0
2018-11-01,6.0
2018-11-02,8.0
2018-11-05,9.0
2018-11-06,12.0
2018-11-07,25.0
2018-11-08,29.0
2018-11-09,18.0
2018-11-12,11.0
2018-11-13,10.0
2018-11-14,7.0
2018-11-15,10.0
2018-11-16,10.0
2018-11-19,8.0
2018-11-20,7.0
2018-11-21,13.0
2018-11-23,9.0
2018-11-26,17.0
2018-11-27,19.0
2018-11-28,23.0
2018-11-29,23.0
2018-11-30,22.0
2018-12-03,32.0
2018-12-04,20.0
2018-12-06,15.0
2018-12-07,11.0
2018-12-10,9.0
2018-12-11,8.0
2018-12-12,10.0
2018-12-13,11.0
2018-12-14,8.0
2018-12-17,10.0
2018-12-18,8.0
2018-12-19,8.0
2018-12-20,5.0
2018-12-21,3.0
2018-12-24,2.0
2018-12-26,4.0
2018-12-27,8.0
2018-12-28,12.0
2018-12-31,12.0
